name,google_place_id,search_query,latitude,longitude,address,average_rating,review_count,category,description,description_original
Family Park Talamban Entrance,ChIJyW0jcSeZqTMR0b9f4EWpuEc,parks in Cebu,10.3549443,123.9145938,"9W37+XRH, Cebu City, 6000 Cebu, Philippines",4.1,67.0,nature,"Family Park Talamban Entrance nature Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Anjo World Theme Park,ChIJ_y9nBv6dqTMRNSihzGB6L8k,parks in Cebu,10.2490092,123.7998492,"Upper, Belmont One, South Road, Minglanilla, 6046 Cebu, Philippines",4.4,1939.0,entertainment,"Anjo World Theme Park entertainment Family amusement park with thrill rides & dodgem cars, plus carousels & bumper boats for children. amusement park amusement center park Location: Minglanilla, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 10 Rides, Biggest Ferris Wheel, Snow World","Family amusement park with thrill rides & dodgem cars, plus carousels & bumper boats for children."
Cebu City Goverment - Parks and Playgrounds Commission,ChIJwY0vHOGbqTMRONDE_Nrwbcc,parks in Cebu,10.2930062,123.90495139999996,"7WV3+6X4, M. J. Cuenco Ave, Cebu City, 6000 Cebu, Philippines",4.5,12.0,nature,"Cebu City Goverment - Parks and Playgrounds Commission nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Mandaue City Garden,ChIJQal5Z7KZqTMRFcu9gkc0tPA,parks in Cebu,10.32746,123.9429734,"8WGV+X5Q, S.B. Cabahug, Mandaue, 6014 Cebu, Philippines",4.5,59.0,nature,"Mandaue City Garden nature Location: Cebu City Sports Center (Abellana), Cebu City — approx. 1.5 hour away from Mactan Airport. | What to expect: 24/7 free access of the track oval park","Location: Cebu City Sports Center (Abellana), Cebu City — approx. 1.5 hour away from Mactan Airport. | What to expect: 24/7 free access of the track oval"
The Millennium Park,ChIJfRI3rGyZqTMRBWJSbUL8GgA,parks in Cebu,10.314338,123.914153,"8W77+PMJ, M.J. Cuenco St, Cebu City, 6000 Cebu, Philippines",4.3,10.0,nature,"The Millennium Park nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens park tourist attraction","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Snow World Cebu,ChIJVcpbjgidqTMRHI-48VL-9tM,parks in Cebu,10.2498139,123.8000125,"6RX2+W2C, Minglanilla, Cebu, Philippines",3.9,367.0,entertainment,"Snow World Cebu entertainment Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens amusement park park","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Sky Park,ChIJ0TTlZQucqTMR-DTvMHgH70U,parks in Cebu,10.283252,123.8808851,"Mountain Wing SM Seaside Cebu, 7VMJ+892, Cebu South Coastal Rd, Cebu City, 6000 Cebu, Philippines",4.7,72.0,entertainment,"Sky Park entertainment Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens sports activity location We are the largest Oceanarium in the Philippines aiming to provide both our visitors and community a unique marine-life experience to achieve our dream to educate, conserve and inspire. What drives…","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
CBP Central Park,ChIJTTtaWgCZqTMRmExL0sIjxn8,parks in Cebu,10.3171878,123.90746499999996,"Cebu Business Park, Cebu City, 6000 Cebu, Philippines",4.4,17.0,nature,"CBP Central Park nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Sachiko's Little Kyoto,ChIJIZuZLe6fqTMRbFYuHglJhi8,parks in Cebu,10.3712849,123.8552821,"9VC4+G47, Cebu City, 6000 Cebu, Philippines",4.3,559.0,nature,"Sachiko's Little Kyoto nature Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking park","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking"
Cebu Fun Park,ChIJvTvYdACdqTMR0P8I6SJaXi4,parks in Cebu,10.2795021,123.880588,"7VHJ+R64, Seaside Ave, Cebu City, 6000 Cebu, Philippines",2.2,30.0,entertainment,"Cebu Fun Park entertainment Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens amusement park We are the largest Oceanarium in the Philippines aiming to provide both our visitors and community a unique marine-life experience to achieve our dream to educate, conserve and inspire. What drives…","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
The Topiary,ChIJUx46VEmiqTMRezSBgzolhYY,parks in Cebu,10.4061605,123.9133837,"CW47+F96, Cebu City, 6000 Cebu, Philippines",4.3,10.0,nature,"The Topiary nature Location: Busay, (uphill) Cebu City — just near Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: French cuisine & winery, Overlooking view park","Location: Busay, (uphill) Cebu City — just near Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: French cuisine & winery, Overlooking view"
Cebu Hillyland,ChIJtSnELYSeqTMRQqPG-w9c_70,parks in Cebu,10.3101781,123.8472905,"8R6W+3WF, Cebu City, 6000 Cebu, Philippines",4.5,21.0,nature,"Cebu Hillyland nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens park","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Capitol Heritage Park,ChIJKxKUzy2ZqTMRklrAkX2L0Dw,parks in Cebu,10.3168062,123.89163599999998,"8V8R+PMC, Cebu City, 6000 Cebu, Philippines",3.0,2.0,nature,"Capitol Heritage Park nature Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking"
WaterWorld Cebu,ChIJF5VQajeZqTMRTTNdqhMN-SE,parks in Cebu,10.3302073,123.9632321,"8XJ7+37Q, Unnamed Road, Mandaue, Cebu, Philippines",3.9,874.0,entertainment,"WaterWorld Cebu entertainment Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility water park resort hotel hotel amusement park lodging","Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility"
Busay Bike Park,ChIJx537uT2fqTMRrXbUsCzgeTg,parks in Cebu,10.3645003,123.8821979,"Cebu City, 6000 Cebu, Philippines",4.7,10.0,nature,"Busay Bike Park nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
La Parisienne Cebu,ChIJaejjSiWZqTMRePxkwZemv2M,parks in Cebu,10.3262134,123.8981652,"371 Gorordo Ave, Cebu City, 6000 Cebu, Philippines",4.3,5185.0,food_drink,"La Parisienne Cebu food_drink Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens european restaurant bakery food store restaurant store food","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Cascades Nature Park,ChIJfcTcgjO7qTMRCVOvGUEOUxw,parks in Cebu,10.4709585,124.015488,"St. Francis Subdivision BGY, Compostela, 6003 Cebu, Philippines",4.3,387.0,entertainment,"Cascades Nature Park entertainment Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens wedding venue live music venue event venue service","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
"Mt. Kang-Irag Campsite, Sirao",ChIJBeMWxG6hqTMRqrRmWNRSU8A,parks in Cebu,10.3995411,123.8715738,"9VXC+RJ8, Cebu City, 6000 Cebu, Philippines",4.8,95.0,nature,"Mt. Kang-Irag Campsite, Sirao nature Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking park","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking"
Golden Haven Memorial Park - Cebu Office,ChIJNT-ySLOjqTMR0X8ElltDdHY,parks in Cebu,10.3111932,123.8977414,"4th, Ongtiak Business Center, 65 General Maxilom Ave, Cebu City, 6000 Cebu, Philippines",4.4,51.0,nature,"Golden Haven Memorial Park - Cebu Office nature Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center funeral home corporate office cemetery park service","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Doña Pepang Heritage Park,ChIJQbvakUKZqTMREmJfSE0UT84,parks in Cebu,10.3075383,123.9071706,"1045 M. J. Cuenco Ave, Cebu City, 6000 Cebu, Philippines",3.4,11.0,nature,"Doña Pepang Heritage Park nature Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Water Play SM Seaside,ChIJq5tljwucqTMRspXTKaTyup8,parks in Cebu,10.283004,123.8806618,"7VMJ+673, Antuwanga, Cebu City, 6000 Cebu, Philippines",4.3,7.0,entertainment,"Water Play SM Seaside entertainment Water Play SM Seaside is a entertainment located in Cebu, Philippines. water park amusement park","Water Play SM Seaside is a entertainment located in Cebu, Philippines."
Verandah Fountain,ChIJq2IdQWaZqTMRwAM6-07QJa4,parks in Cebu,10.3038243,123.912047,"8W36+GRF, Cebu City, 6000 Cebu, Philippines",4.2,6.0,nature,"Verandah Fountain nature Verandah Fountain is a nature located in Cebu, Philippines. park","Verandah Fountain is a nature located in Cebu, Philippines."
Cebu City Children's Park and Playground,ChIJnymbkC6bqTMRg5714hrA8KQ,parks in Cebu,10.2921912,123.8918916,"7VRR+VQC, Cebu City, 6000 Cebu, Philippines",5.0,4.0,nature,"Cebu City Children's Park and Playground nature Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Cebu Memorial Park,ChIJHzm1fOSYqTMRC7axYsoc5cY,parks in Cebu,10.3389405,123.9165082,"8WQ8+HJC, Old Banilad Road, Banilad, Cebu City, Lalawigan ng Cebu, Philippines",4.2,34.0,nature,"Cebu Memorial Park nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens cemetery park service","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Sugbo Mercado,ChIJw-sAySGZqTMR9MobrYMi8GY,parks in Cebu,10.3322367,123.9055748,"Abad St, Cebu City, 6000 Cebu, Philippines",4.4,7058.0,food_drink,"Sugbo Mercado food_drink Location: Central Bloc, IT Park, Lahug, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Food market food court food “The Biggest Weekend Food Market In Cebu” Sugbo Mercado opened on September 25, 2015, with the goal of being the first and biggest year-round weekly food market in Cebu and as a venue for the best…","Location: Central Bloc, IT Park, Lahug, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Food market"
Nichols Park Subdivision,ChIJoctHCzGfqTMRwbPMOYZszkI,parks in Cebu,10.317235,123.8824029,"8V8J+VXR, Nichols Heights, Cebu City, 6000 Cebu, Philippines",4.0,4.0,nature,"Nichols Park Subdivision nature Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center service association or organization","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Plaza Rizal,ChIJ4bEIWb6ZqTMRFS8ArYDXz6Q,parks in Cebu,10.3126637,123.94902409999996,"Lapu-Lapu, Cebu, Philippines",4.6,92.0,nature,"Plaza Rizal nature Plaza Rizal is a nature located in Cebu, Philippines. park","Plaza Rizal is a nature located in Cebu, Philippines."
Golden Haven Memorial Park Cebu,ChIJkQFWnJCYqTMR5wtlt7H7X_s,parks in Cebu,10.4122521,123.9156573,"Binaliw Rd, Cebu City, 6000 Cebu, Philippines",4.9,23.0,religious,"Golden Haven Memorial Park Cebu religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center cemetery service","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Kalidhay Park,ChIJweRU5zqZqTMRgicIr3-9X-k,parks in Cebu,10.3158125,123.9212031,"8C+8FG, Mandaue, Cebu, Philippines",4.8,4.0,nature,"Kalidhay Park nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens We are the largest Oceanarium in the Philippines aiming to provide both our visitors and community a unique marine-life experience to achieve our dream to educate, conserve and inspire. What drives…","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Senior Citizen Park,ChIJx4Nv9uObqTMRGFMN-u7faPY,parks in Cebu,10.2922959,123.90150690000002,"City Hall, Senior Citizen's Park, Dionisio Jakosalem St, Cebu City, 6000 Cebu, Philippines",3.9,30.0,nature,"Senior Citizen Park nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
SM Storyland,ChIJC4MIgnKZqTMRWP3VNaYBOF4,parks in Cebu,10.3104207,123.9187649,"Lower Ground Floor, Juan Luna Ext, Cebu City, 6000 Cebu, Philippines",4.0,14.0,entertainment,"SM Storyland entertainment Location: South Road Properties, Cebu City (near Cebu Ocean Park) — approx. 2 hours away from Mactan Airport. | What to expect: Shopping mall, Indoor Theme Parks, Concept stores amusement park","Location: South Road Properties, Cebu City (near Cebu Ocean Park) — approx. 2 hours away from Mactan Airport. | What to expect: Shopping mall, Indoor Theme Parks, Concept stores"
Maria Luisa Highlands Clubhouse and Park,ChIJZ_1qi7eYqTMRdAJlzBxSLtY,parks in Cebu,10.3565349,123.89667279999998,"9V4W+JM7, Cebu City, 6000 Cebu, Philippines",4.2,68.0,nature,"Maria Luisa Highlands Clubhouse and Park nature Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center We are the largest Oceanarium in the Philippines aiming to provide both our visitors and community a unique marine-life experience to achieve our dream to educate, conserve and inspire. What drives…","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Crocolandia,ChIJ2fq8nRidqTMRt671KgbUT8A,parks in Cebu,10.2464979,123.833955,"Burgos St, Talisay, 6045 Cebu, Philippines",4.3,465.0,entertainment,"Crocolandia entertainment Location: Talisay City, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Crocodiles, Birds, Mini Zoo zoo tourist attraction park","Location: Talisay City, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Crocodiles, Birds, Mini Zoo"
Millennium Park,ChIJAVOSl9OZqTMRKFuj71JIJUI,parks in Cebu,10.3248934,123.9680938,"8XF9+X65, Marcelo Fernan Brg, Lapu-Lapu, 6015 Cebu, Philippines",4.1,519.0,nature,"Millennium Park nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Rope Course Adventure,ChIJ3Td4K1qfqTMRKhbRoWOa1Y8,parks in Cebu,10.3722148,123.8718758,"9VCC+VQJ, Roosevelt Drive, Cebu City, 6000 Cebu, Philippines",4.5,11.0,entertainment,"Rope Course Adventure entertainment Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking adventure sports center sports complex sports activity location Lagum Adventure is a leading provider of travel experiences in the Philippines, known for creating innovative activities that benefit local communities and society. Dedicated to sustainable tourism…","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking"
Lapu-Lapu City Senior Citizen's Park,ChIJe1YOacaZqTMRnoLk8S08RpA,parks in Cebu,10.3175199,123.957092,"8X94+2R4, Serging Veloso Osmeña Jr. Brg, Lapu-Lapu, Cebu, Philippines",4.3,23.0,nature,"Lapu-Lapu City Senior Citizen's Park nature Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Talisay Skate Park,ChIJLzAmDPGdqTMRN8TcyJ2LUeY,parks in Cebu,10.2539133,123.830665,"7R3J+G6J, Cebu South Coastal Rd, Talisay, Cebu, Philippines",4.7,20.0,nature,"Talisay Skate Park nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Bridge Park,ChIJy7bCWACZqTMRwJqN2l380Xg,parks in Cebu,10.3179223,123.9567484,"OLD BRIDGE PARK, Near Serging Veloso Osmeña Jr. Brg, Lapu-Lapu, Cebu, Philippines",4.6,21.0,nature,"Bridge Park nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens We are the largest Oceanarium in the Philippines aiming to provide both our visitors and community a unique marine-life experience to achieve our dream to educate, conserve and inspire. What drives…","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Cordova Park,ChIJ5ayiuvWaqTMRzLQGS4yTAl0,parks in Cebu,10.2511316,123.9491749,"7W2X+FM3, Mactan Circumferential Rd, Cordova, Cebu, Philippines",3.8,23.0,nature,"Cordova Park nature Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens We are the largest Oceanarium in the Philippines aiming to provide both our visitors and community a unique marine-life experience to achieve our dream to educate, conserve and inspire. What drives…","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Cebu Safari and Adventure Park,ChIJDRMjMhCuqTMRDJ9Sx5baExY,parks in Cebu,10.5886553,123.9614118,"Barangay Corte, Toril, Carmen, 6005 Cebu, Philippines",4.6,3073.0,attraction,"Cebu Safari and Adventure Park attraction Safari park home to lions, tigers & crocodiles, plus lush gardens & thrill rides like zip lining. tourist attraction hotel lodging Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens","Safari park home to lions, tigers & crocodiles, plus lush gardens & thrill rides like zip lining."
BUSAY FALLS,ChIJ4RTeoEmfqTMRModG8vGejS4,waterfalls in Cebu,10.3626495,123.881693,"9V7J+3M4, Cebu Transcentral Hwy, Cebu City, 6000 Cebu, Philippines",3.9,42.0,attraction,"BUSAY FALLS attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Kawa Falls,ChIJjSmLnHGeqTMR6C15YGuC4b0,waterfalls in Cebu,10.313254,123.825242,"8R7G+835, Antuwanga, Cebu City, 6000 Cebu, Philippines",3.7,28.0,attraction,"Kawa Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Himbabawod Falls,ChIJ63Ev1YmfqTMRrgawI1Ce37g,waterfalls in Cebu,10.3782248,123.8127208,"9RH7+73Q, Cebu City, 6000 Cebu, Philippines",4.3,6.0,attraction,"Himbabawod Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Igutan Falls,ChIJLfdeIT6eqTMR-ys6kWNOj60,waterfalls in Cebu,10.3057272,123.8126432,"8R47+73R, Cebu - Toledo Wharf Rd, Cebu City, Cebu, Philippines",4.2,66.0,attraction,"Igutan Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Kabang Falls,ChIJgS9PmPehqTMRyq8XLx6sGY0,waterfalls in Cebu,10.3868623,123.8835516,"Kabang Falls, Cebu City, 6000 Cebu, Philippines",3.8,17.0,nature,"Kabang Falls nature Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity natural feature","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Balisong Falls,ChIJRzK717afqTMRHc1c43G-Nho,waterfalls in Cebu,10.3501726,123.8748236,"9V2F+3W8, Cebu City, 6000 Cebu, Philippines",4.3,13.0,attraction,"Balisong Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Gining Falls,ChIJ25AWJ5SgqTMRreNeTYPuQus,waterfalls in Cebu,10.4392252,123.8133264,"CRQ7+M8W, Cebu City, Cebu, Philippines",4.5,11.0,attraction,"Gining Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Sayaw Falls,ChIJC9NyI_KhqTMRhFllDPnu55A,waterfalls in Cebu,10.4304604,123.872559,"CVJF+52M, Cebu City, 6000 Cebu, Philippines",3.6,7.0,attraction,"Sayaw Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Dakit Falls,ChIJo1rDyuCfqTMRx7VtNEF0pX4,waterfalls in Cebu,10.3511168,123.8743241,"9V2F+CPW, Cebu City, 6000 Cebu, Philippines",4.7,3.0,attraction,"Dakit Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Langgitan Falls,ChIJk3eKawCfqTMRhZxLMHd3PM0,waterfalls in Cebu,10.32649,123.8502,"8VG2+H3, Cebu City, 6000 Cebu, Philippines",4.3,7.0,attraction,"Langgitan Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Manipis Falls,ChIJS9U3GSF1qTMRl96pI_gSsiY,waterfalls in Cebu,10.3160634,123.7634534,"8Q87+C9G, Toledo - Manipis Rd, Minglanilla, Cebu, Philippines",4.5,4.0,attraction,"Manipis Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
